ts,combustible,precio
2026-08-17T09:27Z,g95e5,1.805
2026-08-17T09:27Z,gA,1.985
2026-08-17T13:30Z,g95e5,1.795
2026-08-17T13:30Z,gA,1.975
2026-08-17T22:11Z,gA,1.985
2026-08-17T22:11Z,gP,2.045
2026-08-18T10:15Z,g95e5,1.805
2026-08-18T10:15Z,gA,1.995
2026-08-18T13:34Z,g95e5,1.795
2026-08-18T13:34Z,gA,1.985
2026-08-18T15:19Z,g95e5,1.805
2026-08-18T18:17Z,g95e5,1.795
2026-08-18T22:09Z,gA,1.989
2026-08-18T22:09Z,gP,2.049
2026-08-19T08:21Z,g95e5,1.805
2026-08-19T09:20Z,gA,1.999
2026-08-19T12:18Z,g95e5,1.795
2026-08-19T13:35Z,gA,1.989
2026-08-19T16:16Z,gA,1.999
2026-08-19T18:15Z,gA,1.989
2026-08-19T22:12Z,g95e5,1.799
2026-08-19T22:12Z,gA,2.009
2026-08-19T22:12Z,gP,2.069
2026-08-19T22:12Z,g98e5,1.969
2026-08-20T08:22Z,g95e5,1.809
2026-08-20T09:21Z,gA,2.019
2026-08-20T11:15Z,g95e5,1.799
2026-08-20T12:21Z,gA,2.009
2026-08-20T22:14Z,gP,2.079
2026-08-20T22:14Z,g98e5,1.979
2026-08-21T09:23Z,g95e5,1.809
2026-08-21T09:23Z,gA,2.019
2026-08-21T13:36Z,g95e5,1.799
2026-08-21T13:36Z,gA,2.009
2026-08-21T22:10Z,g95e5,1.805
2026-08-21T22:10Z,gA,2.005
2026-08-21T22:10Z,gP,2.065
2026-08-21T22:10Z,g98e5,1.975
2026-08-22T09:15Z,g95e5,1.815
2026-08-22T09:15Z,gA,2.015
2026-08-22T12:13Z,g95e5,1.805
2026-08-22T12:13Z,gA,2.005
2026-08-23T08:14Z,g95e5,1.815
2026-08-23T08:14Z,gA,2.015
