ts,combustible,precio
2026-08-18T07:28Z,g95e5,1.728
2026-08-19T07:28Z,g95e5,1.738
2026-08-22T07:22Z,g95e5,1.759
2026-08-22T07:22Z,gA,1.899
2026-08-22T07:22Z,gP,1.999
2026-08-27T13:12Z,g95e5,1.769
2026-08-27T13:12Z,gA,1.838
2026-08-27T13:12Z,gP,1.969
2026-09-02T10:01Z,g95e5,1.869
2026-09-02T10:01Z,gA,1.798
2026-09-02T10:01Z,gP,1.899
2026-09-03T11:47Z,g95e5,1.899
2026-09-03T11:47Z,gA,1.838
2026-09-03T11:47Z,gP,1.938
2026-09-09T10:12Z,g95e5,1.969
2026-09-09T10:12Z,gP,1.969
2026-09-11T11:53Z,g95e5,1.948
2026-09-11T11:53Z,gP,1.938
2026-09-12T06:35Z,g95e5,1.969
2026-09-12T06:35Z,gA,1.878
2026-09-12T06:35Z,gP,1.999
2026-09-15T06:51Z,g95e5,1.959
2026-09-15T06:51Z,gA,1.908
2026-09-15T06:51Z,gP,1.968
2026-09-16T12:16Z,g95e5,1.949
2026-09-16T12:16Z,gA,1.928
2026-09-17T07:05Z,g95e5,1.979
2026-09-17T07:05Z,gA,1.948
2026-09-17T07:05Z,gP,1.999
2026-09-21T07:19Z,g95e5,1.969
2026-09-21T07:19Z,gA,1.928
2026-09-22T06:55Z,gP,1.998
2026-09-23T07:22Z,g95e5,1.899
