ts,id,combustible,precio
2026-09-02T00:37Z,293,g95e5,1.899
2026-09-02T00:37Z,293,gA,1.759
2026-09-02T00:37Z,293,gP,1.859
2026-09-02T00:37Z,293,g98e5,2.089
2026-09-02T00:37Z,437,g95e5,1.848
2026-09-02T00:37Z,437,g98e5,1.987
2026-09-02T00:37Z,525,g95e5,1.869
2026-09-02T00:37Z,525,gA,1.809
2026-09-02T00:37Z,525,gP,1.909
2026-09-02T00:37Z,525,g98e5,2.029
2026-09-02T00:37Z,591,g95e5,1.879
2026-09-02T00:37Z,591,gA,1.869
2026-09-02T00:37Z,591,g98e5,2.039
2026-09-02T00:37Z,955,g95e5,1.879
2026-09-02T00:37Z,955,gA,1.849
2026-09-02T00:37Z,955,gP,1.929
2026-09-02T00:37Z,955,g98e5,2.029
2026-09-02T00:37Z,955,gB,1.669
2026-09-02T00:37Z,1438,g95e5,1.849
2026-09-02T00:37Z,1438,gA,1.799
2026-09-02T00:37Z,1438,gP,1.869
2026-09-02T00:37Z,1438,g98e5,1.959
2026-09-02T00:37Z,1441,g95e5,1.849
2026-09-02T00:37Z,1441,gA,1.799
2026-09-02T00:37Z,1441,gP,1.869
2026-09-02T00:37Z,1441,g95e5p,1.939
2026-09-02T00:37Z,2430,g95e5,1.813
2026-09-02T00:37Z,2430,gA,1.865
2026-09-02T00:37Z,3093,g95e5,1.889
2026-09-02T00:37Z,3093,gA,1.839
2026-09-02T00:37Z,3093,gP,1.929
2026-09-02T00:37Z,3093,gB,1.739
2026-09-02T00:37Z,3560,gA,1.899
2026-09-02T00:37Z,3560,g98e5,2.049
2026-09-02T00:37Z,3719,g95e5,1.759
2026-09-02T00:37Z,3719,gA,1.759
2026-09-02T00:37Z,4082,g95e5,1.909
2026-09-02T00:37Z,4082,gA,1.839
2026-09-02T00:37Z,4082,gP,1.929
2026-09-02T00:37Z,4375,g95e5,1.649
2026-09-02T00:37Z,4375,gA,1.689
2026-09-02T00:37Z,4466,g95e5,1.859
2026-09-02T00:37Z,4466,gA,1.839
2026-09-02T00:37Z,4466,gP,1.919
2026-09-02T00:37Z,4466,g98e5,1.989
2026-09-02T00:37Z,4722,g95e5,1.899
2026-09-02T00:37Z,4722,gA,1.839
2026-09-02T00:37Z,4722,gP,1.929
2026-09-02T00:37Z,4762,g95e5,1.919
