ts,id,combustible,precio
2026-09-25T00:58Z,27,gA,2.059
2026-09-25T00:58Z,27,gP,2.149
2026-09-25T00:58Z,29,gA,1.989
2026-09-25T00:58Z,29,gP,2.039
2026-09-25T00:58Z,76,gA,1.799
2026-09-25T00:58Z,76,gP,1.849
2026-09-25T00:58Z,163,g95e5,1.849
2026-09-25T00:58Z,419,g95e5,2.044
2026-09-25T00:58Z,419,gA,2.064
2026-09-25T00:58Z,419,gP,2.129
2026-09-25T00:58Z,419,g98e5,2.174
2026-09-25T00:58Z,436,gA,1.969
2026-09-25T00:58Z,436,gP,2.019
2026-09-25T00:58Z,437,gA,1.948
2026-09-25T00:58Z,437,gP,2.014
2026-09-25T00:58Z,525,g98e5,2.159
2026-09-25T00:58Z,552,g95e5,2.014
2026-09-25T00:58Z,552,gA,2.034
2026-09-25T00:58Z,552,gP,2.084
2026-09-25T00:58Z,552,gB,1.908
2026-09-25T00:58Z,652,g95e5,2.019
2026-09-25T00:58Z,652,gA,2.019
2026-09-25T00:58Z,652,gP,2.109
2026-09-25T00:58Z,652,g95e5p,2.069
2026-09-25T00:58Z,659,g95e5,2.020
2026-09-25T00:58Z,659,gA,2.014
2026-09-25T00:58Z,659,gP,2.139
2026-09-25T00:58Z,659,g98e5,2.134
2026-09-25T00:58Z,888,gB,1.669
2026-09-25T00:58Z,947,gA,2.029
2026-09-25T00:58Z,947,gP,2.079
2026-09-25T00:58Z,950,g95e5,2.009
2026-09-25T00:58Z,950,gA,2.009
2026-09-25T00:58Z,950,gP,2.059
2026-09-25T00:58Z,950,g95e5p,2.059
2026-09-25T00:58Z,950,gB,1.789
2026-09-25T00:58Z,1171,g95e5,1.799
2026-09-25T00:58Z,1171,gA,1.747
2026-09-25T00:58Z,1213,gA,2.059
2026-09-25T00:58Z,1213,gP,2.149
2026-09-25T00:58Z,1438,g95e5,1.979
2026-09-25T00:58Z,1438,gA,1.989
2026-09-25T00:58Z,1441,g95e5,1.979
2026-09-25T00:58Z,1441,gA,1.989
2026-09-25T00:58Z,1458,gA,1.964
2026-09-25T00:58Z,1458,gP,2.054
2026-09-25T00:58Z,1636,gB,1.769
2026-09-25T00:58Z,2265,g95e5,1.869
2026-09-25T00:58Z,2265,gA,1.869
2026-09-25T00:58Z,2265,gP,1.919
2026-09-25T00:58Z,2265,g98e5,2.079
2026-09-25T00:58Z,2926,gA,1.949
2026-09-25T00:58Z,2926,gP,1.999
2026-09-25T00:58Z,2929,gA,1.899
2026-09-25T00:58Z,2929,gP,1.949
2026-09-25T00:58Z,2995,g95e5,1.854
2026-09-25T00:58Z,2995,g95e5p,1.904
2026-09-25T00:58Z,3016,g95e5,1.959
2026-09-25T00:58Z,3016,gA,1.969
2026-09-25T00:58Z,3016,gP,2.059
2026-09-25T00:58Z,3016,g98e5,2.069
2026-09-25T00:58Z,3061,g95e5,1.959
2026-09-25T00:58Z,3061,g98e5,2.069
2026-09-25T00:58Z,3067,gA,1.889
2026-09-25T00:58Z,3067,gP,1.939
2026-09-25T00:58Z,3074,gA,2.029
2026-09-25T00:58Z,3074,gP,2.079
2026-09-25T00:58Z,3098,g95e5,1.779
2026-09-25T00:58Z,3216,g95e5,1.789
2026-09-25T00:58Z,3216,gA,1.759
2026-09-25T00:58Z,3304,g95e5,2.009
2026-09-25T00:58Z,3304,gA,1.999
2026-09-25T00:58Z,3304,gP,2.049
2026-09-25T00:58Z,3491,g95e5,1.989
2026-09-25T00:58Z,3491,gP,2.139
2026-09-25T00:58Z,3718,gA,2.009
2026-09-25T00:58Z,3718,gP,2.099
2026-09-25T00:58Z,3747,gA,2.009
2026-09-25T00:58Z,3747,gP,2.099
2026-09-25T00:58Z,4005,gA,2.034
2026-09-25T00:58Z,4005,gP,2.124
2026-09-25T00:58Z,4130,g95e5,1.934
2026-09-25T00:58Z,4130,gA,1.874
2026-09-25T00:58Z,4130,g98e5,2.074
2026-09-25T00:58Z,4184,g95e5,1.774
2026-09-25T00:58Z,4281,gA,1.999
2026-09-25T00:58Z,4281,gP,2.104
2026-09-25T00:58Z,4295,gA,1.919
2026-09-25T00:58Z,4295,gP,1.969
2026-09-25T00:58Z,4310,gA,1.959
2026-09-25T00:58Z,4310,gP,2.009
2026-09-25T00:58Z,4657,gA,1.989
2026-09-25T00:58Z,4657,gP,2.039
2026-09-25T00:58Z,4662,g95e5,1.989
2026-09-25T00:58Z,4662,gA,1.989
2026-09-25T00:58Z,4662,gP,2.039
2026-09-25T00:58Z,4665,g95e5,1.919
2026-09-25T00:58Z,4665,gA,1.919
2026-09-25T00:58Z,4665,gP,1.969
2026-09-25T00:58Z,4665,g95e5p,1.969
2026-09-25T00:58Z,4669,g95e5,2.009
2026-09-25T00:58Z,4669,g98e5,2.129
2026-09-25T00:58Z,4696,gA,2.009
2026-09-25T00:58Z,4696,gP,2.059
2026-09-25T00:58Z,4697,gA,1.929
2026-09-25T00:58Z,4698,gA,1.929
2026-09-25T00:58Z,4702,g95e5,1.979
2026-09-25T00:58Z,4702,g95e5p,2.029
2026-09-25T00:58Z,4703,g95e5,1.979
2026-09-25T00:58Z,4703,g95e5p,2.029
2026-09-25T00:58Z,4817,g95e5,1.999
2026-09-25T00:58Z,4817,gA,2.000
2026-09-25T00:58Z,4817,gP,2.099
2026-09-25T00:58Z,4817,g98e5,2.109
2026-09-25T00:58Z,4819,g95e5,1.969
2026-09-25T00:58Z,4819,gA,1.989
2026-09-25T00:58Z,4819,gP,2.079
2026-09-25T00:58Z,4819,g98e5,2.079
2026-09-25T00:58Z,4881,gA,2.024
2026-09-25T00:58Z,4881,gP,2.074
2026-09-25T00:58Z,4882,g95e5,2.094
2026-09-25T00:58Z,4882,gA,2.084
2026-09-25T00:58Z,4882,gP,2.159
2026-09-25T00:58Z,4882,g98e5,2.194
2026-09-25T00:58Z,4986,g95e5,2.024
2026-09-25T00:58Z,4986,gA,2.054
2026-09-25T00:58Z,4986,gP,2.149
2026-09-25T00:58Z,4986,g98e5,2.144
2026-09-25T00:58Z,4990,g95e5,2.024
2026-09-25T00:58Z,4990,gA,2.054
2026-09-25T00:58Z,4990,gP,2.149
2026-09-25T00:58Z,4990,g98e5,2.144
2026-09-25T00:58Z,5038,g95e5,1.919
2026-09-25T00:58Z,5038,gA,1.869
2026-09-25T00:58Z,5038,gP,1.919
2026-09-25T00:58Z,5074,g95e5,2.034
2026-09-25T00:58Z,5074,gA,1.994
2026-09-25T00:58Z,5074,gP,2.084
2026-09-25T00:58Z,5074,g95e5p,2.084
2026-09-25T00:58Z,5223,g95e5,2.049
