ts,combustible,precio
2026-08-16T16:10Z,g95e5,1.419
2026-08-16T19:12Z,g95e5,1.409
2026-08-17T06:26Z,gA,1.519
2026-08-17T08:28Z,gA,1.509
2026-08-17T15:14Z,g95e5,1.419
2026-08-17T18:19Z,g95e5,1.409
2026-08-17T22:11Z,gA,1.519
2026-08-18T08:20Z,gA,1.529
2026-08-18T11:14Z,gA,1.519
2026-08-18T15:19Z,g95e5,1.419
2026-08-18T18:17Z,g95e5,1.409
2026-08-18T22:09Z,gA,1.525
2026-08-19T08:21Z,g95e5,1.419
2026-08-19T08:21Z,gA,1.535
2026-08-19T12:18Z,g95e5,1.409
2026-08-19T12:18Z,gA,1.525
2026-08-19T15:19Z,g95e5,1.419
2026-08-19T18:15Z,g95e5,1.409
2026-08-19T22:12Z,gA,1.549
2026-08-20T08:22Z,g95e5,1.419
2026-08-20T09:21Z,gA,1.559
2026-08-20T11:15Z,g95e5,1.409
2026-08-20T12:21Z,gA,1.549
2026-08-20T14:23Z,g95e5,1.419
2026-08-20T17:17Z,g95e5,1.409
2026-08-20T22:14Z,g95e5,1.419
2026-08-20T22:14Z,g98e5,1.559
2026-08-21T08:23Z,g95e5,1.429
2026-08-21T09:23Z,gA,1.559
2026-08-21T11:14Z,g95e5,1.419
2026-08-21T13:36Z,gA,1.549
2026-08-21T16:17Z,g95e5,1.429
2026-08-21T19:18Z,g95e5,1.419
2026-08-22T08:14Z,g95e5,1.429
2026-08-22T08:14Z,gA,1.559
2026-08-22T12:13Z,g95e5,1.419
2026-08-22T12:13Z,gA,1.549
2026-08-23T08:14Z,g95e5,1.429
2026-08-23T08:14Z,gA,1.559
2026-08-23T11:10Z,g95e5,1.419
2026-08-23T11:10Z,gA,1.549
2026-08-24T07:47Z,gA,1.559
2026-08-24T09:34Z,g95e5,1.429
2026-08-24T10:25Z,gA,1.549
2026-08-24T12:20Z,g95e5,1.419
2026-08-24T14:30Z,g95e5,1.429
2026-08-24T17:20Z,g95e5,1.419
2026-08-24T22:13Z,gA,1.539
2026-08-25T07:34Z,gA,1.549
2026-08-25T08:27Z,g95e5,1.429
2026-08-25T10:19Z,gA,1.539
2026-08-25T11:15Z,g95e5,1.419
2026-08-25T16:22Z,g95e5,1.429
2026-08-25T19:21Z,g95e5,1.419
2026-08-26T09:28Z,g95e5,1.429
2026-08-26T09:28Z,gA,1.549
2026-08-26T12:23Z,g95e5,1.419
2026-08-26T12:23Z,gA,1.539
2026-08-29T02:30Z,g95e5,1.409
2026-08-29T02:30Z,g98e5,1.549
2026-08-29T09:27Z,g95e5,1.419
2026-08-29T09:27Z,gA,1.549
2026-08-29T14:44Z,g95e5,1.409
2026-08-29T14:44Z,gA,1.539
2026-08-30T11:12Z,g95e5,1.419
2026-08-30T15:33Z,g95e5,1.409
2026-08-31T10:09Z,g95e5,1.419
2026-08-31T22:05Z,g98e5,1.559
2026-09-01T17:01Z,g95e5,1.429
2026-09-01T20:13Z,g95e5,1.419
2026-09-02T10:01Z,g95e5,1.429
2026-09-02T10:01Z,gA,1.549
2026-09-02T14:46Z,g95e5,1.419
2026-09-02T14:46Z,gA,1.539
2026-09-03T11:47Z,g95e5,1.429
2026-09-03T18:56Z,g95e5,1.419
2026-09-04T11:48Z,gA,1.549
2026-09-04T15:14Z,gA,1.539
2026-09-04T18:37Z,g95e5,1.429
2026-09-04T21:06Z,g95e5,1.419
