ts,combustible,precio
2026-08-17T09:27Z,g95e5,1.775
2026-08-17T09:27Z,g98e5,1.895
2026-08-18T09:19Z,g95e5,1.785
2026-08-18T09:19Z,gA,1.905
2026-08-18T09:19Z,g98e5,1.905
2026-08-19T12:18Z,gA,1.909
2026-08-20T09:21Z,g95e5,1.795
2026-08-20T09:21Z,gA,1.929
2026-08-20T09:21Z,g98e5,1.915
2026-08-21T09:23Z,g98e5,1.925
2026-08-24T09:34Z,g98e5,1.915
2026-08-25T09:23Z,g95e5,1.799
2026-08-25T09:23Z,gA,1.935
2026-08-25T09:23Z,g98e5,1.919
2026-08-27T13:12Z,gA,1.925
2026-08-27T13:12Z,glp,1.135
2026-08-28T19:40Z,gA,1.919
2026-08-28T19:40Z,g98e5,1.929
2026-08-31T10:09Z,gA,1.909
2026-08-31T10:09Z,g98e5,1.919
2026-09-01T12:09Z,g95e5,1.860
2026-09-01T12:09Z,gA,1.788
2026-09-01T12:09Z,g98e5,1.980
2026-09-02T10:01Z,g95e5,1.875
2026-09-02T10:01Z,gA,1.799
2026-09-02T10:01Z,g98e5,1.985
2026-09-02T10:01Z,glp,1.139
